carat,cut,color,clarity,price,x,y,z,volume
1.21,Premium,J,SI1,4492,6.9,6.93,4.13,197.48
0.9,Ideal,I,VS1,4492,6.2,6.24,3.79,146.63
0.9,Ideal,H,SI1,4492,6.14,6.18,3.85,146.09
0.9,Ideal,H,SI1,4492,6.14,6.19,3.83,145.57
0.8,Ideal,E,VVS2,4493,5.98,5.94,3.66,130.01
0.9,Very Good,F,VS2,4493,6.17,6.21,3.82,146.37
0.9,Good,F,VS2,4493,6.1,6.14,3.84,143.82
1.0,Good,G,SI2,4493,6.36,6.37,3.93,159.22
1.0,Premium,G,SI1,4493,6.35,6.29,3.95,157.77
1.05,Ideal,I,SI1,4494,6.55,6.62,4.02,174.31
1.07,Premium,H,SI2,4494,6.57,6.53,4.01,172.04
1.07,Ideal,H,SI2,4494,6.58,6.5,4.11,175.78
1.07,Premium,H,VS1,4494,6.67,6.59,4.01,176.26
0.8,Very Good,E,VS1,4495,5.98,5.94,3.72,132.14
1.07,Fair,E,SI2,4496,6.57,6.48,4.06,172.85
1.09,Premium,H,SI2,4496,6.57,6.59,4.06,175.78
1.0,Good,E,SI2,4496,6.32,6.35,4.01,160.93
1.0,Premium,E,SI2,4496,6.34,6.41,4.0,162.56
1.0,Very Good,H,SI2,4496,6.44,6.49,3.93,164.26
1.0,Good,I,SI1,4496,6.36,6.39,3.89,158.09
1.01,Good,H,SI1,4496,6.27,6.36,3.97,158.31
0.9,Very Good,D,SI1,4497,6.14,6.16,3.83,144.86
0.71,Ideal,F,VVS2,4497,5.73,5.75,3.53,116.3
1.11,Ideal,J,SI1,4497,6.57,6.6,4.11,178.22
1.01,Premium,F,SI2,4497,6.4,6.35,4.0,162.56
1.1,Premium,H,SI2,4497,6.86,6.82,4.03,188.54
1.1,Good,I,SI1,4497,6.56,6.5,4.16,177.38
1.01,Ideal,F,SI2,4497,6.53,6.49,3.94,166.98
1.01,Premium,F,SI2,4497,6.4,6.39,3.94,161.13
1.01,Premium,F,SI2,4497,6.61,6.48,3.93,168.33
1.01,Premium,F,SI2,4497,6.45,6.41,4.0,165.38
1.01,Premium,F,SI2,4497,6.43,6.4,3.93,161.73
1.01,Ideal,F,SI2,4497,6.4,6.39,4.0,163.58
1.01,Premium,F,SI2,4497,6.4,6.33,4.0,162.05
1.01,Premium,F,SI2,4497,6.41,6.37,3.99,162.92
1.01,Premium,F,SI2,4497,6.37,6.35,3.98,160.99
1.01,Very Good,F,SI2,4497,6.38,6.35,4.02,162.86
1.01,Premium,F,SI2,4497,6.42,6.38,3.98,163.02
1.01,Premium,F,SI2,4497,6.45,6.4,3.96,163.47
1.12,Very Good,H,SI2,4498,6.71,6.76,4.1,185.97
1.12,Very Good,H,SI2,4498,6.55,6.62,4.14,179.51
1.01,Very Good,G,SI2,4498,6.3,6.35,4.03,161.22
0.9,Very Good,F,SI1,4498,6.3,6.35,3.74,149.62
1.19,Good,J,SI1,4498,6.94,6.9,4.14,198.25
1.19,Premium,I,SI2,4498,6.82,6.69,4.23,193.0
1.19,Premium,I,SI2,4498,6.9,6.82,4.12,193.88
1.19,Premium,I,SI2,4498,6.95,6.89,4.12,197.29
1.19,Premium,J,SI1,4498,6.82,6.74,4.27,196.28
1.0,Good,I,VS1,4499,6.18,6.37,4.01,157.86
0.96,Ideal,F,SI2,4500,6.31,6.36,3.86,154.91
0.9,Premium,E,VS2,4500,6.18,6.13,3.83,145.09
1.02,Very Good,G,SI2,4501,6.37,6.4,4.07,165.93
1.14,Good,G,SI2,4501,6.62,6.54,4.19,181.41
1.02,Ideal,G,SI2,4501,6.39,6.47,4.02,166.2
0.91,Good,F,VS1,4502,6.14,6.19,3.89,147.85
1.2,Very Good,F,SI2,4502,6.78,6.74,4.27,195.13
0.9,Premium,E,SI1,4502,6.21,6.14,3.85,146.8
1.34,Premium,H,SI2,4502,7.05,6.97,4.32,212.28
0.93,Good,G,VS1,4503,6.15,6.21,3.94,150.47
0.9,Very Good,G,VS2,4503,6.22,6.28,3.76,146.87
1.03,Premium,F,SI2,4503,6.47,6.52,3.94,166.21
1.03,Very Good,F,SI2,4503,6.53,6.6,4.03,173.68
1.03,Premium,F,SI2,4503,6.43,6.46,3.97,164.91
1.03,Very Good,F,SI2,4503,6.38,6.45,4.0,164.6
0.76,Very Good,F,VVS1,4504,5.8,5.83,3.61,122.07
0.76,Very Good,F,VVS1,4504,5.91,5.96,3.54,124.69
0.9,Very Good,F,VS2,4504,6.11,6.16,3.88,146.03
1.0,Good,F,SI1,4504,6.24,6.3,3.99,156.85
1.0,Good,F,SI1,4504,6.28,6.39,3.96,158.91
1.05,Ideal,H,SI2,4504,6.49,6.56,4.04,172.0
1.0,Very Good,F,SI1,4504,6.35,6.38,3.91,158.41
0.97,Very Good,G,SI1,4504,6.36,6.4,3.89,158.34
1.01,Ideal,E,SI2,4504,6.45,6.49,3.98,166.6
1.01,Good,G,SI1,4504,6.32,6.37,4.05,163.05
0.9,Premium,D,VS2,4505,6.32,6.29,3.7,147.09
1.01,Good,E,SI2,4506,6.51,6.55,3.82,162.89
1.06,Very Good,I,SI1,4507,6.62,6.67,4.0,176.62
1.04,Premium,F,SI2,4507,6.49,6.44,4.05,169.27
1.19,Ideal,J,SI2,4508,6.8,6.85,4.21,196.1
0.95,Ideal,H,SI1,4508,6.29,6.35,3.91,156.17
0.9,Good,F,VS1,4508,6.03,6.07,3.83,140.19
1.04,Very Good,F,SI2,4508,6.42,6.35,4.03,164.29
1.15,Premium,H,SI2,4508,6.66,6.59,4.14,181.7
1.36,Premium,G,I1,4509,7.11,7.06,4.4,220.87
1.2,Ideal,J,SI2,4509,6.97,6.94,4.11,198.81
1.01,Ideal,I,SI1,4509,6.4,6.5,3.98,165.57
1.28,Ideal,G,I1,4509,6.96,6.93,4.28,206.44
1.22,Premium,H,SI2,4509,6.87,6.81,4.19,196.03
1.22,Premium,J,SI2,4509,6.82,6.77,4.22,194.84
1.0,Good,H,SI1,4510,6.36,6.42,3.9,159.24
1.05,Premium,G,SI1,4510,6.73,6.63,3.95,176.25
0.91,Premium,G,VS1,4510,6.38,6.27,3.85,154.01
1.04,Very Good,I,VS2,4511,6.47,6.55,4.03,170.79
1.0,Ideal,I,VS2,4511,6.41,6.36,4.0,163.07
0.93,Ideal,E,SI1,4511,6.26,6.31,3.89,153.66
0.91,Good,E,SI1,4512,6.11,6.14,3.89,145.93
0.91,Very Good,E,SI1,4512,6.1,6.19,3.84,144.99
0.91,Good,E,SI1,4512,6.12,6.17,3.88,146.51
1.01,Ideal,H,SI1,4513,6.42,6.36,4.0,163.32
1.07,Ideal,D,SI2,4513,6.55,6.58,4.03,173.69
1.14,Premium,D,SI2,4513,6.67,6.7,4.17,186.35
0.93,Very Good,G,SI1,4513,6.22,6.26,3.85,149.91
1.01,Premium,H,SI1,4513,6.39,6.32,3.96,159.92
0.91,Ideal,E,SI1,4513,6.24,6.3,3.84,150.96
1.01,Very Good,H,SI1,4513,6.41,6.37,4.03,164.55
1.01,Premium,H,SI1,4513,6.47,6.4,3.98,164.8
1.01,Premium,H,SI1,4513,6.41,6.35,3.98,162.0
1.01,Premium,H,SI1,4513,6.42,6.35,3.98,162.25
1.01,Premium,H,SI1,4513,6.47,6.39,3.94,162.89
1.01,Very Good,H,SI1,4513,6.36,6.24,4.0,158.75
0.91,Very Good,H,VS1,4514,6.29,6.38,3.8,152.49
1.2,Very Good,I,SI2,4514,6.88,6.95,4.17,199.39
1.2,Premium,J,SI1,4514,6.88,6.92,4.19,199.48
0.9,Very Good,D,SI1,4514,6.18,6.22,3.84,147.61
1.0,Very Good,H,VS2,4514,6.31,6.22,3.97,155.82
1.0,Premium,H,VS2,4514,6.46,6.43,3.88,161.17
1.0,Premium,H,VS2,4514,6.53,6.51,3.84,163.24
1.0,Premium,H,VS2,4514,6.36,6.3,3.7,148.25
0.9,Very Good,G,VS1,4515,6.15,6.25,3.8,146.06
1.04,Ideal,H,SI1,4515,6.49,6.46,4.01,168.12
1.04,Ideal,H,SI1,4515,6.51,6.47,4.07,171.43
1.0,Very Good,I,VS1,4516,6.39,6.34,4.03,163.27
1.05,Very Good,G,SI2,4516,6.45,6.49,4.05,169.54
1.06,Very Good,H,SI2,4516,6.5,6.54,4.07,173.02
1.06,Ideal,H,SI2,4516,6.58,6.67,3.98,174.68
1.05,Ideal,I,SI1,4516,6.5,6.47,4.03,169.48
0.27,Ideal,D,VVS2,586,4.15,4.18,2.56,44.41
0.27,Ideal,I,VVS2,587,4.18,4.2,2.56,44.94
0.41,Ideal,J,VS2,587,4.79,4.81,2.96,68.2
0.36,Ideal,H,VS2,587,4.59,4.63,2.81,59.72
0.36,Ideal,H,VS2,587,4.61,4.63,2.81,59.98
0.36,Ideal,H,VS2,587,4.59,4.63,2.83,60.14
0.36,Ideal,H,VS2,587,4.59,4.62,2.81,59.59
0.36,Ideal,H,VS2,587,4.61,4.63,2.82,60.19
0.36,Ideal,I,VS1,587,4.58,4.61,2.85,60.17
0.31,Ideal,G,VS1,587,4.39,4.42,2.67,51.81
0.38,Ideal,G,SI2,587,4.64,4.67,2.87,62.19
0.39,Ideal,F,SI2,587,4.68,4.71,2.92,64.36
0.27,Ideal,I,IF,587,4.2,4.22,2.55,45.2
0.31,Very Good,E,VS1,587,4.29,4.37,2.65,49.68
0.3,Ideal,F,VS1,587,4.33,4.35,2.67,50.29
0.39,Very Good,H,SI2,588,4.74,4.8,2.88,65.53
0.33,Very Good,F,SI1,588,4.47,4.52,2.73,55.16
0.4,Good,E,SI2,588,4.71,4.74,2.89,64.52
0.28,Very Good,E,VS1,588,4.18,4.15,2.63,45.62
0.35,Good,E,SI2,588,4.49,4.45,2.86,57.14
0.34,Premium,I,SI1,589,4.54,4.51,2.79,57.13
0.34,Premium,I,SI1,589,4.55,4.51,2.72,55.82
0.34,Premium,I,SI1,589,4.56,4.54,2.75,56.93
0.34,Ideal,I,SI1,589,4.52,4.49,2.79,56.62
0.34,Ideal,I,SI1,589,4.54,4.5,2.72,55.57
0.34,Ideal,I,SI1,589,4.45,4.43,2.79,55.0
0.34,Ideal,I,SI1,589,4.48,4.44,2.76,54.9
0.34,Ideal,I,SI1,589,4.49,4.45,2.79,55.75
0.34,Ideal,I,SI1,589,4.47,4.42,2.77,54.73
0.32,Very Good,D,SI1,589,4.33,4.36,2.72,51.35
0.9,Premium,I,IF,4516,6.15,6.12,3.84,144.53
1.0,Fair,E,SI2,4516,6.28,6.27,4.09,161.05
1.2,Ideal,J,SI2,4516,6.8,6.74,4.23,193.87
1.28,Good,H,SI2,4516,6.84,6.79,4.35,202.03
1.0,Fair,E,SI2,4516,6.35,6.26,3.97,157.81
1.06,Good,J,VS2,4517,6.43,6.51,4.11,172.04
1.02,Good,H,SI2,4517,6.45,6.49,3.9,163.26
1.02,Very Good,H,SI1,4518,6.55,6.61,3.84,166.25
1.01,Ideal,I,SI1,4518,6.41,6.37,3.98,162.51
1.13,Premium,G,SI2,4518,6.78,6.71,4.05,184.25
1.09,Premium,I,VS2,4519,6.61,6.57,4.15,180.22
1.03,Ideal,H,SI1,4520,6.45,6.48,4.03,168.44
1.03,Very Good,H,SI1,4520,6.5,6.56,3.99,170.13
1.14,Premium,D,SI2,4520,6.64,6.58,4.14,180.88
1.11,Ideal,H,SI2,4520,6.68,6.66,4.09,181.96
1.0,Good,D,SI2,4520,6.31,6.36,3.98,159.72
1.2,Very Good,G,SI1,4520,6.72,6.65,4.24,189.48
0.83,Very Good,D,VS1,4521,6.19,6.24,3.62,139.82
1.08,Ideal,I,SI1,4521,6.57,6.53,4.07,174.61
1.02,Good,H,SI2,4521,6.44,6.49,3.97,165.93
0.9,Very Good,D,VS2,4521,6.16,6.09,3.89,145.93
1.03,Ideal,E,SI2,4522,6.48,6.45,4.04,168.86
1.03,Premium,E,SI2,4522,6.53,6.46,3.96,167.05
1.07,Premium,G,SI2,4523,6.54,6.5,4.04,171.74
1.11,Good,H,SI1,4523,6.47,6.53,4.17,176.18
1.2,Very Good,J,SI2,4523,6.77,6.82,4.16,192.07
0.9,Very Good,D,SI1,4523,6.09,6.16,3.93,147.43
0.9,Very Good,D,SI1,4523,6.11,6.14,3.86,144.81
1.06,Ideal,H,SI2,4523,6.46,6.5,4.06,170.48
0.9,Ideal,F,SI1,4523,6.13,6.15,3.84,144.77
0.9,Ideal,D,SI1,4523,6.18,6.25,3.86,149.09
0.91,Good,E,SI1,4523,6.17,6.26,3.74,144.45
1.32,Premium,G,SI2,4524,7.25,7.18,4.25,221.23
1.2,Premium,G,SI2,4524,6.85,6.78,4.21,195.53
1.02,Very Good,E,SI1,4524,6.43,6.37,4.04,165.47
1.08,Ideal,J,SI1,4524,6.58,6.55,4.06,174.98
1.01,Premium,I,SI1,4525,6.47,6.43,3.92,163.08
1.01,Fair,E,VS2,4525,6.27,6.2,4.15,161.33
1.01,Very Good,I,SI1,4525,6.41,6.35,4.03,164.04
1.01,Premium,G,SI2,4525,6.37,6.33,3.93,158.47
1.01,Premium,G,SI1,4525,6.35,6.29,3.98,158.97
0.93,Very Good,D,SI1,4527,6.24,6.27,3.8,148.67
1.01,Very Good,D,SI2,4528,6.36,6.4,3.96,161.19
1.0,Good,G,SI1,4528,6.24,6.31,3.92,154.35
1.0,Good,G,SI1,4528,6.37,6.45,3.95,162.29
1.05,Good,I,VS2,4529,6.42,6.47,4.07,169.06
0.96,Premium,H,VS2,4529,6.36,6.31,3.91,156.91
0.85,Premium,F,VVS2,4530,6.1,6.13,3.74,139.85
1.04,Ideal,E,SI1,4530,6.47,6.5,4.02,169.06
1.06,Ideal,I,VS2,4530,6.56,6.51,4.07,173.81
0.9,Very Good,G,VS2,4531,6.11,6.17,3.88,146.27
0.9,Ideal,G,VS1,4531,6.22,6.3,3.86,151.26
0.9,Ideal,F,VS2,4531,6.22,6.17,3.75,143.92
0.93,Very Good,E,SI1,4531,6.19,6.17,3.9,148.95
1.02,Very Good,I,VS2,4532,6.56,6.6,3.9,168.85
1.0,Very Good,E,SI2,4532,6.33,6.36,4.01,161.44
1.11,Good,E,SI2,4532,6.76,6.83,3.96,182.84
1.01,Premium,F,SI2,4533,6.36,6.42,3.94,160.87
1.12,Very Good,I,SI2,4533,6.69,6.74,4.11,185.32
0.93,Very Good,F,SI1,4534,6.26,6.3,3.84,151.44
1.0,Fair,G,VVS2,4534,6.2,6.17,4.14,158.37
0.96,Good,H,VS1,4535,6.22,6.27,3.99,155.61
1.13,Ideal,H,SI2,4535,6.73,6.69,4.09,184.15
1.0,Good,E,SI1,4535,6.27,6.4,4.02,161.31
0.91,Very Good,G,VS1,4536,6.13,6.07,3.85,143.26
0.9,Premium,F,VS2,4536,6.25,6.23,3.86,150.3
1.13,Premium,I,SI1,4536,6.65,6.68,4.12,183.02
1.2,Ideal,J,SI1,4536,6.84,6.79,4.26,197.85
1.2,Premium,J,SI1,4536,6.84,6.79,4.12,191.35
0.9,Fair,F,VS2,4536,6.29,6.24,3.73,146.4
1.08,Ideal,H,SI2,4536,6.64,6.6,4.04,177.05
1.08,Ideal,H,SI2,4536,6.74,6.71,3.99,180.45
1.08,Ideal,H,SI2,4536,6.68,6.63,4.02,178.04
1.0,Premium,H,VS2,4536,6.37,6.23,3.9,154.77
1.1,Very Good,I,SI1,4537,6.54,6.59,4.07,175.41
1.1,Premium,H,SI2,4537,6.6,6.69,4.13,182.36
1.1,Ideal,H,SI2,4537,6.6,6.62,4.1,179.14
1.1,Ideal,H,SI2,4537,6.57,6.65,4.14,180.88
1.13,Very Good,H,SI2,4537,6.75,6.82,4.06,186.9
1.13,Very Good,H,SI2,4537,6.59,6.66,4.14,181.7
0.93,Very Good,E,SI1,4537,6.18,6.24,3.88,149.63
1.1,Ideal,J,VS2,4537,6.59,6.64,4.13,180.72
1.12,Very Good,H,SI2,4538,6.63,6.68,4.15,183.8
1.0,Very Good,I,SI1,4538,6.27,6.36,4.0,159.51
1.01,Very Good,D,SI2,4538,6.37,6.33,4.03,162.5
1.01,Fair,D,SI2,4538,6.26,6.21,4.03,156.66
1.11,Ideal,H,SI2,4538,6.58,6.49,4.15,177.22
1.11,Premium,H,SI2,4538,6.75,6.66,4.01,180.27
1.01,Good,G,SI1,4538,6.41,6.28,4.03,162.23
1.09,Premium,D,SI2,4538,6.49,6.45,4.06,169.95
1.1,Very Good,E,SI2,4539,6.72,6.75,4.04,183.25
1.1,Very Good,E,SI2,4539,6.61,6.66,4.04,177.85
1.0,Ideal,J,VS2,4539,6.4,6.46,4.01,165.79
1.02,Ideal,H,SI1,4540,6.43,6.5,3.98,166.34
0.9,Very Good,G,VS1,4540,6.06,6.13,3.82,141.9
0.9,Good,G,VS1,4540,6.09,6.12,3.88,144.61
0.9,Good,G,VS1,4540,6.07,6.15,3.89,145.22
0.9,Very Good,G,VS1,4540,6.0,6.08,3.76,137.16
1.02,Very Good,E,SI2,4540,6.31,6.4,4.02,162.34
1.01,Very Good,E,SI2,4540,6.57,6.49,3.92,167.15
1.0,Very Good,D,SI2,4541,6.29,6.36,4.09,163.62
1.0,Good,D,SI2,4541,6.25,6.31,4.05,159.72
1.06,Ideal,G,SI2,4541,6.56,6.53,4.07,174.35
1.02,Ideal,F,SI2,4541,6.53,6.5,3.95,167.66
1.02,Premium,F,SI2,4541,6.49,6.42,3.97,165.41
1.02,Premium,F,SI2,4541,6.43,6.36,4.0,163.58
1.02,Premium,F,SI2,4541,6.45,6.41,3.93,162.48
0.98,Very Good,G,SI2,4542,6.33,6.37,3.95,159.27
1.27,Good,J,SI2,4542,6.71,6.75,4.44,201.1
0.9,Very Good,G,VS2,4543,6.09,6.16,3.84,144.06
0.91,Good,G,VVS2,4543,6.06,6.1,3.9,144.17
1.0,Very Good,D,SI2,4543,6.49,6.52,3.87,163.76
1.0,Good,D,SI2,4543,6.3,6.36,3.94,157.87
1.0,Good,G,SI1,4543,6.24,6.33,3.98,157.21
1.0,Very Good,D,SI2,4543,6.48,6.56,3.87,164.51
1.0,Very Good,D,SI2,4543,6.37,6.45,3.95,162.29
1.0,Very Good,D,SI2,4543,6.54,6.59,3.83,165.07
1.04,Premium,D,SI2,4543,6.54,6.49,4.03,171.05
1.04,Ideal,I,SI1,4543,6.55,6.48,4.08,173.17
1.25,Premium,D,SI2,4543,7.07,7.01,4.21,208.65
1.04,Ideal,H,SI2,4543,6.54,6.49,4.02,170.63
1.08,Very Good,G,SI2,4544,6.53,6.57,4.12,176.76
1.08,Ideal,G,SI2,4544,6.55,6.57,4.06,174.72
1.08,Ideal,G,SI2,4544,6.56,6.59,4.09,176.81
1.1,Very Good,J,VS1,4545,6.65,6.74,4.08,182.87
1.03,Very Good,D,SI2,4545,6.53,6.55,3.98,170.23
0.9,Very Good,F,SI1,4545,6.18,6.12,3.89,147.13
1.01,Good,E,SI1,4546,6.28,6.35,4.01,159.91
0.93,Ideal,G,SI1,4546,6.22,6.26,3.87,150.69
1.04,Ideal,F,SI2,4547,6.45,6.48,4.05,169.27
1.04,Ideal,F,SI2,4547,6.49,6.53,4.02,170.37
0.73,Ideal,D,VVS2,4547,5.76,5.8,3.59,119.93
0.9,Good,G,VS2,4547,6.23,6.32,3.79,149.23
1.06,Ideal,H,SI2,4547,6.53,6.51,4.02,170.89
1.02,Ideal,E,SI2,4547,6.55,6.48,3.99,169.35
1.31,Premium,H,SI2,4548,7.03,6.98,4.32,211.98
1.2,Good,J,VS2,4548,6.68,6.61,4.23,186.77
0.94,Premium,H,VS2,4548,6.35,6.32,3.81,152.9
0.95,Ideal,G,VS2,4549,6.34,6.3,3.89,155.37
1.01,Good,F,SI1,4549,6.29,6.33,4.01,159.66
1.01,Very Good,F,SI1,4549,6.36,6.4,4.02,163.63
1.04,Ideal,J,VS2,4550,6.53,6.55,4.01,171.51
0.91,Fair,E,VS2,4550,6.11,6.09,3.77,140.28
1.05,Good,I,VS2,4550,6.46,6.42,4.14,171.7
1.0,Ideal,G,SI2,4551,6.42,6.45,3.99,165.22
1.26,Fair,I,SI2,4551,6.73,6.69,4.35,195.85
1.07,Very Good,F,SI2,4552,6.68,6.75,3.99,179.91
1.02,Very Good,H,SI1,4552,6.31,6.38,4.04,162.64
1.27,Good,H,SI2,4552,6.82,6.74,4.31,198.12
1.02,Premium,G,SI2,4552,6.43,6.4,4.01,165.02
1.28,Premium,J,SI2,4553,6.89,6.94,4.31,206.09
0.87,Ideal,G,VS2,4553,6.15,6.17,3.78,143.43
1.18,Fair,I,VS2,4553,6.75,6.63,4.16,186.17
1.07,Fair,F,SI1,4554,6.65,6.46,3.97,170.55
1.18,Premium,I,SI2,4555,6.75,6.79,4.18,191.58
0.91,Very Good,D,SI1,4556,6.17,6.21,3.89,149.05
1.01,Ideal,G,SI2,4556,6.54,6.58,3.89,167.4
1.13,Ideal,H,SI2,4556,6.74,6.64,4.15,185.73
1.13,Ideal,H,SI1,4556,6.72,6.7,4.11,185.05
1.04,Ideal,H,SI2,4557,6.49,6.53,4.02,170.37
1.03,Ideal,G,SI2,4557,6.51,6.46,4.07,171.16
1.05,Premium,F,SI2,4557,6.47,6.43,4.04,168.07
1.03,Premium,G,SI2,4557,6.53,6.5,3.95,167.66
1.1,Premium,H,SI2,4558,6.6,6.56,4.12,178.38
1.19,Premium,I,SI2,4558,6.87,6.83,4.22,198.01
1.02,Ideal,H,SI1,4558,6.48,6.41,3.98,165.32
1.02,Good,H,SI1,4558,6.4,6.37,4.08,166.33
1.02,Premium,H,SI1,4558,6.5,6.44,3.9,163.25
1.02,Premium,H,SI1,4558,6.42,6.34,3.95,160.78
1.05,Premium,H,SI1,4558,6.52,6.45,4.05,170.32
1.1,Premium,H,SI2,4558,6.67,6.62,4.05,178.83
1.02,Good,D,SI1,4558,6.32,6.27,4.05,160.49
1.19,Very Good,H,SI2,4558,6.79,6.76,4.29,196.91
1.14,Ideal,G,SI2,4558,6.7,6.64,4.2,186.85
1.01,Good,H,SI1,4559,6.37,6.4,4.04,164.7
1.01,Very Good,H,SI1,4559,6.33,6.36,4.0,161.04
1.01,Premium,H,SI1,4559,6.48,6.52,3.89,164.35
1.01,Very Good,H,SI1,4559,6.36,6.38,4.0,162.31
1.01,Good,H,SI1,4559,6.34,6.38,4.03,163.01
1.01,Premium,H,SI1,4559,6.43,6.47,3.95,164.33
1.01,Good,H,SI1,4559,6.5,6.53,3.93,166.81
1.01,Ideal,H,SI1,4559,6.42,6.47,4.02,166.98
1.21,Good,J,SI2,4559,6.84,6.93,4.16,197.19
1.01,Premium,H,VS2,4559,6.45,6.37,3.97,163.11
1.01,Ideal,F,SI1,4559,6.39,6.34,4.01,162.46
1.01,Very Good,H,VS2,4559,6.32,6.27,3.99,158.11
1.01,Premium,H,VS2,4559,6.33,6.22,3.95,155.52
1.35,Ideal,G,I1,4560,7.01,7.04,4.39,216.65
1.07,Premium,F,SI2,4560,6.53,6.57,4.05,173.75
0.96,Very Good,F,SI1,4560,6.35,6.39,3.86,156.63
0.9,Very Good,E,SI1,4560,6.12,6.1,3.86,144.1
1.01,Ideal,G,SI2,4560,6.4,6.45,3.96,163.47
1.05,Good,D,SI2,4560,6.59,6.64,3.97,173.72
1.03,Premium,D,SI2,4560,6.45,6.42,3.98,164.81
1.16,Ideal,I,SI2,4560,6.73,6.68,4.2,188.82
0.97,Premium,F,SI1,4561,6.28,6.31,3.95,156.53
0.9,Ideal,G,VS2,4561,6.19,6.22,3.85,148.23
1.1,Very Good,H,SI2,4561,6.7,6.77,4.03,182.8
0.91,Very Good,D,SI1,4561,6.24,6.21,3.79,146.86
1.05,Ideal,G,SI2,4561,6.52,6.58,4.08,175.04
0.92,Ideal,D,SI1,4561,6.23,6.27,3.89,151.95
1.01,Very Good,E,SI2,4561,6.38,6.34,4.02,162.61
1.01,Fair,F,SI1,4561,6.25,6.17,4.09,157.72
0.92,Premium,E,SI1,4562,6.18,6.23,3.86,148.62
0.92,Premium,E,SI1,4562,6.33,6.37,3.8,153.22
0.92,Very Good,E,SI1,4562,6.15,6.22,3.84,146.89
0.9,Premium,E,VS2,4562,6.15,6.07,3.85,143.72
0.9,Premium,E,VS2,4562,6.3,6.27,3.81,150.5
1.22,Premium,I,VS2,4562,6.86,6.81,4.21,196.68
1.01,Very Good,E,SI1,4563,6.44,6.5,3.95,165.35
1.06,Ideal,H,SI2,4563,6.58,6.63,4.02,175.37
1.01,Good,E,SI1,4563,6.24,6.29,4.04,158.57
1.07,Ideal,E,SI2,4564,6.62,6.59,4.07,177.56
1.04,Very Good,H,SI1,4564,6.44,6.48,4.06,169.43
1.01,Very Good,D,SI2,4564,6.55,6.61,3.93,170.15
1.01,Very Good,D,SI2,4564,6.33,6.38,3.9,157.5
1.08,Ideal,H,SI2,4564,6.57,6.63,4.04,175.98
1.0,Ideal,H,SI1,4564,6.37,6.34,3.9,157.5
0.9,Very Good,G,VVS2,4565,6.07,6.15,3.85,143.72
1.09,Ideal,J,SI1,4565,6.61,6.67,4.08,179.88
1.04,Fair,E,SI2,4566,6.28,6.22,4.22,164.84
1.01,Very Good,E,SI2,4566,6.45,6.49,3.94,164.93
1.04,Ideal,G,SI2,4566,6.56,6.62,3.98,172.84
1.01,Good,E,SI2,4566,6.37,6.42,3.85,157.45
0.91,Good,H,VS1,4566,6.4,6.36,3.69,150.2
1.04,Premium,E,SI2,4566,6.7,6.64,3.95,175.73
0.92,Ideal,H,VS2,4568,6.21,6.27,3.88,151.07
1.06,Ideal,F,SI2,4568,6.57,6.61,4.0,173.71
1.0,Good,H,SI1,4568,6.38,6.41,3.93,160.72
1.0,Good,H,VS2,4569,6.26,6.31,3.94,155.63
1.12,Premium,F,SI2,4570,6.73,6.79,4.09,186.9
0.79,Very Good,E,VVS1,4570,5.8,5.89,3.67,125.37
1.06,Very Good,E,SI2,4570,6.5,6.54,4.02,170.89
1.45,Fair,J,SI2,4570,7.45,7.33,4.34,237.0
0.91,Premium,G,VS1,4570,6.17,6.05,3.82,142.59
1.02,Premium,F,SI2,4570,6.47,6.43,4.03,167.66
1.06,Premium,G,SI2,4571,6.6,6.54,4.04,174.38
1.06,Premium,G,SI2,4571,6.53,6.52,4.04,172.01
1.12,Premium,H,SI1,4572,6.69,6.59,4.13,182.08
1.15,Ideal,H,SI2,4572,6.74,6.65,4.19,187.8
1.0,Good,E,SI1,4573,6.31,6.34,4.04,161.62
1.32,Good,J,SI1,4573,6.95,6.98,4.42,214.42
1.03,Very Good,H,SI1,4573,6.43,6.46,4.09,169.89
1.07,Premium,F,SI2,4573,6.58,6.53,4.09,175.74
1.0,Very Good,H,SI1,4574,6.37,6.42,3.99,163.17
1.01,Good,H,SI1,4574,6.35,6.41,4.01,163.22
1.21,Premium,J,SI1,4574,6.93,6.9,4.13,197.48
0.94,Ideal,D,SI1,4575,6.24,6.29,3.9,153.07
1.01,Very Good,E,SI2,4575,6.36,6.43,3.98,162.76
1.0,Very Good,E,SI2,4576,6.33,6.4,3.86,156.38
1.12,Very Good,H,SI1,4576,6.62,6.59,4.17,181.92
1.02,Ideal,F,SI2,4578,6.47,6.5,3.98,167.38
1.06,Ideal,G,SI2,4578,6.56,6.61,4.02,174.31
1.11,Ideal,H,SI2,4578,6.59,6.66,4.14,181.7
1.11,Ideal,H,SI2,4578,6.61,6.64,4.11,180.39
1.11,Ideal,H,SI2,4578,6.65,6.73,4.1,183.49
1.11,Premium,H,SI2,4578,6.6,6.67,4.09,180.05
1.09,Premium,H,SI2,4578,6.59,6.57,4.06,175.78
1.09,Premium,H,SI2,4578,6.63,6.58,4.1,178.86
1.01,Premium,H,SI1,4578,6.47,6.39,3.89,160.83
0.9,Very Good,D,SI1,4579,6.11,6.15,3.83,143.92
0.9,Ideal,D,SI1,4579,6.12,6.2,3.85,146.08
1.18,Premium,I,SI2,4579,6.84,6.78,4.14,191.99
